Sentence,Negative Connotations
በእውነት ዘረኛ ኖት:: ለየትኛው እድሜ ነው? ላለፉት 52 ቀናት ምንም ንፁሃን ስላልተገድሉ ነው ቃል ያልተነፈሱት:: የገዳዩ ማንነት ነው ወይስ የሟቾቹ እየለዩ እንዲያወግዙ የሚያደርጎት::,"ዘረኛ, ገዳዩ, ሟቾቹ"
በል እንዳይፈንክቱህ ዘፈን በማበላሸት እና በለከፋ,በለከፋ
የሰው ልጅ አይጠላም ይህንን አውሬ ግን ምን ታደርገዋለህ ?,አውሬ
ዘነበ ከበደ አሉህ በከነ ቀለለ ቢሉህ ይሻል ነበር:: የት ይሆን ቀለም የተማርከው ጃል? ማፈሪያ ፍጡር ነህ:: ለነገሩ ኢትዮጵያ ተብየዋ ኤምፓየር ከጨቅላው ጀ,"ማፈሪያ, ጃል"
ተይ ግድ የለም አጨክኚ ጋጣ ሙሉ ጅል ነው ከእንደዚህ አይነቱ ልጠብቅሽ ብዬ ነው,"አጨክኚ, ጋጣ, ጅል"
ዳንኤል ብርሃነን ያያችሁ፡፡ የትኛው ግንባር ላይ ነው የተሰለፈው ግን ይሄን ያክል ድምፁ የተዋጠው? ቱልቱላ,ቱልቱላ
ምንም አይነት ስግብግብ ወይም አድሀሪ ብትሆን የሴት ልጅ ሰብአዊ ክብር እየተጣሰ ደም በከንቱ አየፈሰሰ ህግ ወደማስከበር ስራዬ አልመለስም ማለት በራሱ ወንጀል ነው,"ስግብግብ, አድሀሪ, እየተጣሰ, በከንቱ, ወንጀል"
ድንዝዝ፣ የአብይ አህመድን ሴራ ለማወቅ ገና ግማሽ ክፍለ ዘመን ያስፈግሻል። አብይ እያሳሳቀ ገና ኢትዮጵያን ሲያነዳት የዛኔ ይገባሻል,"ያስፈግሻል, ይገባሻል"
ዶ/ር ዳንኤል በቀለ ሆይ አንተ የዘር ማጥፋት ወንጀል ተፈፅሟል ብለህ እንድታምን ስንት አማራ ይታረድ ? አብይ አህመድ ሆይ ይህው ይህው መታረዱ ቀጥሏል ው,"ወንጀል, የዘር ማጥፋት, ይታረድ, መታረዱ"
መንጋጋው ተላቆ እንዴት አድርጎ ይዝጋው አትፍረዱበት ታሞ ነው ክፍት አፍ የሆነው።,"ተላቆ, ታሞ, ክፍት አፍ"
በቀጣይ ኮሚቴ ተብዬው መጅሊስን ካልተረከብን ሰላትም ዋጂብ አይሆንም ማለታቸው አዲስ አይሆንብንም ምክኒያቱም ሰላት የእስላም መሰረት እንደሆነ ሁሉ ሀጅም የእስላም መሰረት ሆኖ,"ካልተረከብን, አይሆንም"
አንተም አባትህ ጥላቻ ስላስተማረህ ነው መጥፎ ምታስበው? የሰካራም ልጅ ሰካራም የገዳይ ልጅ ገዳይ አይሆንም። በነ በቀለ ጁዋር በአቦይ ፀሐዬ ተጠምቀህ,"ጥላቻ, መጥፎ, ሰካራም, ገዳይ"
መንጋው በግብዝነት ጎዳና በድፍረት ሲኳትን. ሆሽሽሽሽሽ ሊባል ይገባል።. በሸውራራ መንጋ ሃገር አይመራም. ግልጽ አቅጣጫ የሚያመለክት መሪ መንግስት ያስፈልገናል,"ድፍረት,ሆሽሽሽሽሽ,ሸውራራ"
ላጲሴ ሰምህ ራሱ ይመሰክራል እንደላጲስ ታሪከ ማጥፋት ነው ስራህ ወይስ ትምሮ ኔፖ ነው።,"ማጥፋት, ኔፖ"
ህዝቤን ተገደለ ተጨፈጨፈ ተዘረፈ ብለህ ለምን ትናገራለህ ብሎ የሚያሾፍ ጥንብ ፍጥረት ደሞ ኣለ። ሲያስጠላ,"ተገደለ,ተጨፈጨፈ,ተዘረፈ,ሲያስጠላ"
ከሰሞኑ የባህር ዳር ግግምነት ጋር የሚያያዝ መሆኑን አስታዎሰኝ,
የአማራ ሕዝብ አሁን ከተጫነበት የኦሮሞ አውሬዎች የግፍ አገዛዝ ለማላቀቅ ዋናው መፍትሔ የውሻው ብአዴን አመራር የሆኑትን ውሾች በአንድ አዳራሽ ሰብስቤ በቦምብ ማጋየት ነው ገዱ፣ ደ,"አውሬዎች, የግፍ, ውሻው, ውሾች, ቦምብ, ማጋየት"
ከአንተ በላይ ክፉ የለም ገዳይ አስገዳይ አስመሳይ አላህ የስራሂን ይሰጥኻል ጠብቅ,"ክፉ, ገዳይ, አስገዳይ, አስመሳይ"
27 አመት ለጥ ብለህ አሁን አለው አለው ያሰባለህን ነገር መጀመሪያ ብትገልፅልኝ ደሰ ይለኛል። ነው ላለፉት 27 አመት ከኢትዩጵያ ውጭ ነበራቹ,ለጥ
ባለጌ:ስዶች: ትነሽ:እፈሩ። የኢትዮጵያ:ህዝብ:በነቂስ:ወጥቶ:አንደማፈልጋችሁ:ነገራችሁ። በግድ:እንግዛችሁ? አትገዙንም። ህዝብ:ላይ:ቦሞብ:አምታፈነዱ: ጅቦ,"ትነሽ,እፈሩ,ነቂስ,በግድ,ቦሞብ,አምታፈነዱ,ጅቦ"
አይ ላቭ የኢትዮጵያ አሽሙረኛ ትዊተር ተጠቃሚዎችን አሽሙረኝነት በስማም። ??,"አሽሙረኛ, አሽሙረኝነት"
ሰይጣንን የሚያልፍ እያንዳንዱ ሰከንድ ወደ እርስዎ ይሸሻል እና ሞኝ አይሁኑ ሰይጣንን የሚያልፍ እያንዳንዱን ሴኮንድ እንዲይዝዎ አይፍቀዱ ወደ እርስዎ ይሸ,ሞኝ
ድሮስ ባንዳ ስለ ሀገር ፍቅር የት ያቅና፣ እንተ ወደል ባንዳ,ባንዳ
ይች ከራሷ የተጣላች ዘረኛ። እንደአዋቂ አክት የምታነገር ነው ደግሞ የሚገርመው።,"የተጣላች, ዘረኛ"
ኣንተ ደንቆሮ የባልና ሚስት ችግር መሰለክ እንዴ ኣንተ ጀዝባ ወረዳ ሌባ,"ደንቆሮ, ጀዝባ, ሌባ"
ስራችሁም አፋችሁም ባለጌ ነው ከስድብ ውጪ ምን ይጠበቃል?,ስድብ
የሆነማ የተገለባበጠ እና የተዟዟረ ነገርማ አለ፣ ከጭንቅላታቸው ጀምሮ,ጭንቅላታቸው
ትናንት በወያኔ ቀለበት ውስጥ ስለነበርኩ እንኳን ሃገር ለመምራት ቤተሰቤንም ከአደጋ ለመታደግ የምችልበት ቁመና ላይ አልነበርኩም ስትለን እሺ ይሁን ብለን ተቀበልንህ ዛሬስ ምንድን ነ,አደጋ
እስከዛሬ የት ነበርክ ለአራተኛ ዙር ሲታረዱ? አሁን የቤተክርስቲያን አባቶች ውሳኔላይ ሲደርሱ እነሱን ለማዘናጋት፣ አቋም ለማስቀየር ነው? የንጹኃን እንባ የሚሰማ,"ለማዘናጋት,አቋም ለማስቀየር"
አንቺም ዜሮ ዜሮ በሚለው ዘፈን ይታወቃል ።አፈጣጠሩ የሰው አስተሳሰቡ የሆዳም በሬ የሆነ ነው በአንዳንድ ቦታ ሰለሞን ቅንድቡ በመባል ይታወቃል??,"ዜሮ ዜሮ,የሆዳም በሬ,ቅንድቡ"
ይሄ ሰውዬ አንድም የወታደር ስነምግባር የሌለው ይሳቅልኛል እያለ የጠጅቤት የሰካራም ወሬ እያመጣ ህዝቡን ማደንዘዝ ይፈልጋል ልጋጋም ለፍዳዳ ቅሌታ ሽማግሌ። ምንነው ሱዳን ላይ ሲሆን ምላስህ ታጠፈ,"የሌለው, ይሳቅልኛል, ሰካራም, ህዝቡን ማደንዘዝ, ፍዳዳ"
ሰካራም ሁሉ ሆያ ሆዬ በሉ ብሎ ከዚህ እስከዛ ማን ነው ያረሰው ? ላይ ዝም ማለት ጀምሯል Damn you,"ሰካራም,Damn you"
ተቀናቃኝ የመሆን ወይም ያለመሆን ብቻ አይደለም ሁሉንም ነገር ለመዘወር ከመፈልግም አንፃር ነው፡፡,ተቀናቃኝ
ሳይቸግረው ሰይጣን መስቀል ሰቅሎ ቤቱ ሲወጣ ሲገባ ታወከች ሕይወቱ መልካም እለተ ሰንበት,ሰይጣን
እንደዚ አይነት የበሰብሰ ተረት ተረት ተረት ለሚስትህ ንገራት የባንዳ ዘር። ጀ/ል አሳምነው ጀግና ነው የመይሳው ዘር ነፍሱን በገነት ያኑራት,"የበሰብሰ, የባንዳ, አሳምነው"
አንተ አውሬ ሠው በላ የእናቶች ህፃናት እና ሴቶች ደም ይፋረድሃል ህመሙ እሚገባህ ሴትልጅህ ተደፍራ ሚስትህ ደም ስታለቅስ አንተ በፍትህ ስም እጅ እግር,"አውሬ, ይፋረድሃል, ተደፍራ, ደም ስታለቅስ"
የወንድማችንን ቴዎድሮስ ጸጋዬን የዋህነት ሳላደንቅ ባልፍ ህሊናዬ እንደሚወቅስኝ ተስማኝ አንደኛውን ሙማ ከሌላው አማሙማ ጋር ለማጋጨትና በአባቶቹ መንገድ ለመቀጠል ጥረት ቢያደርግም አማሙማዎች እምቢላገሬ አልነው ምን ይውጠው?,"እምቢላገሬ, አማሙማ, ሙማ, እንደሚወቅስኝ"
የሚገርመው ያንተን አይነቱ ጥርብ መሀይም ስለ Cloud seeding ቴክኖሎጂ መረዳት ቢችል ነበር ።,ጥርብ
አቶ ተክሌ ይሻው በስላማዊ መንገድ አገርቤት ገብቼ መተትና ድግምት እሰራለው ብሏል,"መተትና, ድግምት"
ሴራችሁን ትታችሁ አገር ምሩ ብትባሉ የእጅ አመል ያለበት ሌባ ይመስል ተመልሳችሁ ሴራ ትጠመጥማላችሁ እኛ የምንለው ኢትዮጵያዊ የሆነ ሁላ እኩል ስልጣን እኩል መብት እኩል ድርሻ እኩል,"ሌባ, የእጅ አመል"
ቀና ልቦና እና እርጋታ ያለውን በለጠ ሞላ በጣም ነው የምወድላችሁ:: ይሄኛው በካድሬነት ማስተርስ ያደረገ ነገረኛ አይነት ስለሆነ አለመውደድ ምርጫየን አትጋፋኛ::,"ካድሬነት, አለመውደድ"
መጀመሪያ ለእናንተ አይነቱ ደካማ ቴክኖሎጂ መች ይገባችኋል። ብታውቁ ኖሮ ለሰላምም አየተሰራ ቴክኖሎጂውም እንዲበለፅግ ትመኙ ነበር። ዝናብ,ደካማ
አስመሳይ ፅቢዎች የመንደር አውደልዳይ ፍርፋሪ ለቃሚዎች አንተን የከሱሀል ልብ በል በመከራ ውስጥ ሳለ የጮህክለት ወገን በሀገር ቤት ይጠብቅሀል ይናፍቅሀል ጀኛችን,"የጮህክለት,ፍርፋሪ"
ወይዘሮ ለዳግማዊታ ሞገስ የሚባሉ ሚኒስትር የመጨረሻ arrogant dictator ናቸው ለምን tag ተደረኩ ቢለው ሁሉ ነው block የሚያደርጉ እኔ @  ሁሉንም,"arrogant, dictator"
ኢሄ ጭራቅ ታየ ምናምን እንደሚሉት አይነት ተራ ወሬ እንዳይሆን . ሲጀመር ኩላሊት እንደኮንትሮባንድ ትራንስፖርት አርጎ ጥቅም ላይ,"ጭራቅ,ተራ ወሬ,ኮንትሮባንድ"
ለካ እስከዛሬ ፋሲል በቃመው እኛ ነበር የምንመረቅነው ፤ ያዛጋኝ ጀምሯል አሁን አሁንማ.??አቦ ና ተናፍቀሃል,"ፋሲል, ያዛጋኝ, ተናፍቀሃል"
በንጹሀን ደም የምትጫወት ደንቆሮ ጠብቅ አይዞክ የድንቁርናክ ውጤት ምን እንደሚመስል ታያለክ,"ምትጫወት,ደንቆሮ,ድንቁርናክ"
ስለዚህ አንድ ሰው ትንሽ ለየት ያለ አስተያየት ካለው ሞኝ ነው ማለት ነው? እንደዚያ የሚያስቡ ከሆነ ጉረኛን ከእኔ ጋር መገናኘትዎን እንዲያቆሙ እመክራለሁ,"ሞኝ,ጉረኛን"
አስመሳይ አረመኔ.አንተ በቁምህ እየሄድክ በኣንተ ምክንያት የአልጋ ቁራኛ አደርገሃቸው አታፍርም ደሞ ልታያቸው መሄድህ አንተን ብሎ የሰላም አስከባሪ እባክህን ከ,"አረመኔ,ቁራኛ"
ድንቁርናን እንደ እውቀት የሙጥኝ አድርገው የያዙ የወያኔ ኮልኮሌዎች . የሚክዱት ፋክት,ኮልኮሌዎች
ማፈሪያ አሁን እንደው እርሶ ሴት ነኅ ይላሉ . በንፁሀን ላይ እየተደረገ ያለው ግፍ ይፋረድዎታል ሰይጣን,"ማፈሪያ, ሰይጣን"
ምን ዓይነት የተረገመ ቤተሰብ እንዳሳደገህና እንዴት ዓይነት የቆሸሸ ት/ቤት ውስጥ እንደተማርክ በጣም ይገርማል። እጅግ በጣም ሲበዛ ጠባብ ነህ። በሑመራ 100 000 ሕዝብ,"የቆሸሸ,ጠባብ"
አይ እኛ ሲሞላ ሲሞላ ጉዳያችን ሌላ ሲጎድል ሲጎድል ሰው አንቀን ልንገድል ምድረ ሆዳም ሁላ  ሕዝቤ ፣ ብሔረሰቤ፣ ማንነቴ፣ መስዋትነቴ የሚሉ ቃላትን ሲያመነዥኩ ስታያቸው ለ,"ሲጎድል,ምድረ ሆዳም"
ይሄ ጀዝባ ተላላኪ:: እድሜ ልኩን ውሽማ ለገዛለት ሁሉ ሲካድም ኖረ::,"ጀዝባ, ተላላኪ, ውሽማ"
Diverting storyline is their thing.ማፈሪያዎች ናቸው::በኢትዮጵያዊነት ስር ተወሽቀው የራሳቸውን ስውር አጀንዳ የሚያራግቡ በሽተኞችየሴራ ፖለቲከ,"ማፈሪያዎች, ተወሽቀው, ስውር አጀንዳ, በሽተኞች, ፖለቲከ"
ፈሳም ስንት ጊዜ ነው እሚቅጣጠሩት። ደደብ ነህ ባክህ።,ደደብ
ፈሳም ሳንቲም መልቀም ጀመርክ እንዴ? ታድያ እንዴትነው ፈለጣ??,"መልቀም, ፈለጣ"
አንተ ውሻ አኔ እንዳንተ ተደብቄ አደለም ያለሁት አዲስአበባ አለው,ውሻ
ፓ.ኑር ከሴራህ ጋር። ማሰብ ከባድ ስራ ነው ብለው ነበር ፕሮፍ። ወትሮም እንዘጭ እንቦጭ ነው የኛ ነገር። የሚጋጩ ሃሳቦች ተሸክመህ፣ በግራ እግርህ ቀኝህን እ,"ከባድ, ስራ, እንዘጭ, እንቦጭ, የሚጋጩ"
ብሮፋይል ያደረከው ሰው እኮ 77 በኢትዮጲያ ድርቅ ሲከሰት እሱ ለውሻው ልደት ለማክበር ከእንጊሊዝ ኬኮችን በውድ አስጋግሮ አምጥቶዋል ሚባለው ታሪክ እውነት ነው ? ከሆነ ልታፍርበት ይገባል,"ድርቅ, ልታፍርበት"
አሁን ሰአቱ አደለም አሁን ጠላት ናችሁ እነሱም ይህ ሁሉ ነገር ደርሶባቸው አይመለሱም,"ጠላት, አይመለሱም"
ኮሎኔል ኣብዮት ሶፋ ላይ ተኮፍሰህ፥ የድሃን ልጅ ጦርነት ቀጣና ውስጥ ኣስገብተህ እንደቅጠል እንዲረግፍ የምታደርገው ያለሀው ምን ያህል የስልጣን ጥም ያለህ ደንቆሮነትህን ያመላክታል።,"ቀጣና,እንደቅጠል,ጥም,ደንቆሮነት"
እድለኛ ነሽ የዱሮ አስተማሪ ቢሆን በሆድሽ ለሆድሽ ባልሽው በጎማ ቂጥሽን ነበር የሚያደማው,"እድለኛ, ዱሮ, ቂጥ"
ማን ሰበቡ ሕወሐት መንግስትና ህዝብ የሚችለውን እያደረገ ነው የውሸት ተቆርቋሪዎች አታስመስሉ,"ውሸት,ተቆርቋሪዎች"
ይህች ውሻ ኮሮናቫይረስ ከእግዚአብሄር መጣች አለች እርጉምን ማን ይነግራታል? trollei eheheheh,ውሻ
ካድሬው የምትቃወመውን ነገር እኮ አትቀበለውም? ስንት አይነት ዝንጀሮ አለ ባካችሁ 28 አመት ሙሉ ሕገመንግስቱ ጄኖሳይ ማስፈፀሚያ የአፓርታይድ ሰነ,"ዝንጀሮ,ጄኖሳይ,የአፓርታይድ"
ሀገራችን ትግራይ ትባላለች ታሪክ አንብብ ደነዝ መሃይም አንተ ራሱ የምትፅፈው ከየት እንደሆንክ ይመሰክራል ጀግና ባንዳ አይሆንም ለእውነት ይሞ,"ደነዝ, መሃይም, ባንዳ"
አንች አረመኔ ጁንታ የመጨረሻ ኑዛዜሽ መሆን አለበት አሮጊት??,"አረመኔ,ጁንታ"
ውይ አሁን ፎቶ ፖሮፋይልህን አየሁት አጠፋሁ ጊዜዬንም አበላሸሁ ለካ እየ ገደሉ ከstop killing ከሚሉት group ነህ በርታበት ጅራፍ-አሉ,"ጊዜዬንም አበላሸሁ, ጅራፍ"
መሞትህ ላይቀር መንፈራገጥህ ጣርህን አበዛው። አውሬ የትግራይ ህዝብ ደም መጣጭ።,"መሞትህ, መንፈራገጥህ, አውሬ, መጣጭ"
በነገራችን ላይ ሲሳይ አጌና በእውቀት ቢመዘን ከፈለገ እነኤርሚያስን አስተምሮ አስመርቆ መልሶ ደደብ ያደርጋቸዋል።,ደደብ
አንድ ቀን ክብደት ቤት ሄዶ ሰርቶ ይመጣና ምንም ሳትለው እፍፍ እስትራፖ ሊገለኝ ነው ይላል እሄ ገልቱ ????,"እፍፍ,እስትራፖ"
ባንዳው ማን እንደሆነ ልብህ ያውቀዋል፡ ባለጌ,"ባንዳው, ባለጌ"
ምረጥ የፈለከውን ብልጽግናን ፣ ኢዜማን ፣ ኦነግን ወዘተ ፤ ሀገር ግን በፍጹም አማራጭ የላትም፡፡ ኢትዮጵያዊ ሆነህ ሌላ አማራጭ የምትሻ አንተ የለየልህ የአዕምሮ በሽተኛ ነህ፡፡,"የላትም, የምትሻ, የለየልህ, የአዕምሮ በሽተኛ"
የአክሱም ጽዮን ማርያም ቄስ በመምሰል በአክሱም ከተማ በክርስትያኖች ላይ ጭፍጨፋ ሲፈጸም በአይኔ አይቻለሁ ብሎ ለአምነስቲ ኢንተርናሽናል የውሸት መረጃ የሰጠው እና በአሜሪካን ሀገር,"ጭፍጨፋ, ውሸት"
ባሏ ከስልጣናቸው ሲወርዱሲሞቱ እንዴት ይሁን እሷንም መሬት ላይ የሚትጎትቷት?,"ሲወርዱ,ሲሞቱ,መጎትት"
አንተ ራስህ ንፍጣም ነክ ባለጌ አንተን ብሎ ዶክተር:: በሓሳብ ሞግት አቅም ካለክ::,"ንፍጣም, ሞግት"
